UserID,UserNo,Name,Email,IP Address,Unique ID,Started,Ended,Tracking Link,Q8978198,Q8978199,Q8978200,Q8978201,Q8978202,Q8978205,Q8978206,,Q10160220,,,,Q8978209,Q8978203,Q8978204,,Q8978207,Q8978210,,,,Q9215126,Q9215135,Q8978211,,,,,,,,,,,Q10765296,Q9562712,Q9864001,Q8978212,,Q9480381,Q8978221,,,Q8978222,Q9512985,Q9456395,Q8978224,,,,,Q9505407,Q8978226,Q9512168,Q8978227,Q8978228,Q8978229,,,,,,Q9442572,Q9065119,,,,,,,,,,,,,,,,Q8978233,,,,,,,,Q9505480,Q9442668,,,,,,,,,,,,,,,,Q9442669,Q9442670,,,,,,Q8978235,,,,,,,,,,,,,Q8978236,,,,,,Q8978240,Q8978238,Q9318333,Q8978234,,,,,,Q8978237,Q8978241,,,,,,,,,,,,,,,,Q8978242,Q8978243,,,,,,,,,,,,,,,,,Q8978244,,,,,,Q8978245,Q8978246,Q8978247,Q8978248,,,,,,,,,,,Q8978249,Q8978250,Q8978251,Q8978252,,,Q8978253,,,,Q8978254,Q8978255,Q8978256,Q8978257,Q8978258,Q8978259,Q8978260,Q8978261,Q8978262,,,,,,,Q8978263,,,,,,Q8978264,,,Q8978265,,Q10861459,,,,,,,,,,Q8978266,,,,,
,,,,,,,,,17,Other,Transgender,Black,Buddhist,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Missing,Both parents,,,Prefer not to say,6,Missing,Missing,Missing,8,6,Rarely or never,On most days,On most days,On most days,On most days,Rarely or never,Rarely or never,On most days,Rarely or never,2-3 days a week,Missing,0,Underweight,1,6,Missing,Missing,Yes,No,No,I have never smoked,I have vaped once or twice,I'd like to reduce the amount I smoke but not stop,No,No,No,No,No,Missing,2-3 times a week,Missing,Missing,Monthly,Yes,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Missing,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Missing,Missing,Missing,It can be treated but not cured,It can be both treated and cured,Missing,Doctor,Yes,Missing,Agree,Agree,Not sure,Missing,Missing,Disagree,Not sure,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Missing,No,No,No,Yes,Prefer not to say,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Missing,Neither safe or unsafe,Missing,Safe,No,Missing,Sometimes,No,Missing,Once or twice,Most days/Every day,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Somewhat,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Maybe,Yes,No
,,,,,,,,,16,Male,Heterosexual/Straight,White,No religion,Year 13,Missing,Missing,No,No,No,No,Missing,One parent,,,Prefer not to say,6,Missing,Missing,Missing,5,7,On most days,Once a week or less,On most days,On most days,Rarely or never,Once a week or less,2-3 days a week,On most days,2-3 days a week,Once a week or less,Missing,0,Overweight,2 or more,7,Missing,5,Yes,No,Yes,I smoke regularly (once a week or more),I have never vaped,Missing,No,No,No,No,Yes,Missing,Monthly or less,Missing,Missing,Missing,No,No,No,No,No,No,I take drugs occasionally (less than once a week),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,I'd like to reduce the amount I take but not stop,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Missing,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be both treated and cured,Missing,Online (e.g. Sexwise website),Yes,Missing,Agree,Agree,Not sure,Agree,Not sure,Agree,Not sure,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Neither safe or unsafe,Safe,Unsafe,Safe,Missing,No,Never,Yes,No,No,No,Missing,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Not sure,Sometimes,Sometimes,Yes,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,Missing,Yes,No
,,,,,,,,,16,Male,"Gay, lesbian or bisexual",Mixed,No religion,Year 13,Missing,Missing,No,No,No,No,Yes,One parent,,,No,6,Missing,Missing,Missing,5,6,On most days,Once a week or less,On most days,On most days,Rarely or never,Once a week or less,Rarely or never,Once a week or less,Once a week or less,Once a week or less,Missing,0,Overweight,0,7,Missing,3,No,No,No,I have never smoked,Missing,"Yes, I'd like to stop smoking",No,No,No,No,No,Missing,4 or more times a week,Missing,4,Less than monthly,No,No,No,Yes,No,No,Missing,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Missing,Missing,It can be both treated and cured,I have heard of it but know nothing about it,I have heard of it but know nothing about it,I have never heard of it,School/College,Not sure,Missing,Not sure,Agree,Not sure,Agree,Not sure,Not sure,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Neither safe or unsafe,Neither safe or unsafe,Safe,Neither safe or unsafe,No,"Yes, I was the victim",Never,No,Once or twice,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Maybe,Maybe,Yes
,,,,,,,,,16,Other,"Gay, lesbian or bisexual",Chinese,No religion,Year 13,Missing,Missing,No,No,No,No,Missing,One parent,,,No,9,Missing,Missing,Missing,10,6,Rarely or never,On most days,Rarely or never,On most days,2-3 days a week,Rarely or never,Once a week or less,Once a week or less,On most days,2-3 days a week,Missing,0,Overweight,2 or more,1,Missing,4,Yes,No,No,I have never smoked,I have vaped once or twice,Missing,No,No,No,No,No,Missing,Monthly or less,"Yes, I'd like to stop drinking alcohol",4,Missing,Yes,No,No,No,Yes,No,I take drugs occasionally (less than once a week),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Missing,Missing,Missing,It can be treated but not cured,I have heard of it but know nothing about it,I have never heard of it,Pharmacy,Missing,Missing,Not sure,Agree,Missing,Agree,Missing,Disagree,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Missing,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Prefer not to say,Not sure,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Missing,Unsafe,Safe,Neither safe or unsafe,"Yes, but I wasn't the victim",No,Never,Prefer not to say,Once or twice,Once or twice,Once or twice,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Sometimes,Missing,Yes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,No,Missing,No
,,,,,,,,,16,Male,Heterosexual/Straight,Black,Christian,Year 11,Missing,Missing,No,No,No,No,Missing,Both parents,,,No,6,Missing,Missing,Missing,10,8,Rarely or never,On most days,On most days,On most days,2-3 days a week,Once a week or less,Rarely or never,2-3 days a week,2-3 days a week,Once a week or less,Missing,0,Don't know/ Prefer not to say,2 or more,6,Missing,4,Yes,Yes,Yes,Missing,I have vaped once or twice,Missing,No,No,No,No,No,Missing,2-3 times a week,Missing,3,Monthly,No,No,No,No,No,No,I take drugs occasionally (less than once a week),No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Missing,Missing,I have never heard of it,It can be treated but not cured,It can be both treated and cured,It can be treated but not cured,Doctor,Not sure,Missing,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Missing,Yes,No,Missing,No,Not sure,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Missing,Yes,No,No,Unsafe,Safe,Safe,Safe,Missing,Missing,Always,Yes,No,No,No,Missing,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Sometimes,Missing,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,Maybe,Yes,Maybe
,,,,,,,,,16,Male,Heterosexual/Straight,Black,Christian,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Missing,Foster parents or in a care home,,,No,9,Missing,Missing,Missing,5,4,Rarely or never,Once a week or less,2-3 days a week,On most days,On most days,Once a week or less,On most days,Once a week or less,Rarely or never,Once a week or less,Missing,0,Overweight,2 or more,0,Missing,4,Yes,No,No,I smoke regularly (once a week or more),I have vaped once or twice,Missing,No,No,No,No,No,Yes,Never,Missing,5,Less than monthly,No,No,No,No,Yes,No,I have never taken drugs,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,"No, I want to keep taking drugs",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Missing,Missing,I have heard of it but know nothing about it,I have heard of it but know nothing about it,It can be treated but not cured,I have heard of it but know nothing about it,Youth Service/Worker,Yes,Missing,Agree,Not sure,Agree,Disagree,Disagree,Missing,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Missing,Yes,Yes,Missing,Prefer not to say,Not sure,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Unsafe,Safe,Safe,Neither safe or unsafe,Missing,No,Never,No,Once or twice,No,Most days/Every day,Missing,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Sometimes,Missing,Yes,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,Missing,No,Yes,No
,,,,,,,,,16,Male,Transgender,Black,Christian,Year 11,Missing,Missing,No,No,No,No,Missing,Both parents,,,Prefer not to say,8,Missing,Missing,Missing,10,6,Once a week or less,On most days,On most days,On most days,On most days,Once a week or less,On most days,Once a week or less,Rarely or never,On most days,Missing,0,Don't know/ Prefer not to say,2 or more,1,Missing,4,No,No,Yes,I smoke occasionally (less than 1 cigarette a week),I have never vaped,Missing,No,No,No,No,Yes,Yes,Never,"No, I want to keep drinking alcohol",9,Missing,No,No,No,No,Yes,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be both treated and cured,I have heard of it but know nothing about it,It can be both treated and cured,Youth Service/Worker,Not sure,Missing,Not sure,Agree,Not sure,Disagree,Agree,Not sure,Not sure,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Not sure,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Missing,No,Yes,No,Yes,Missing,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Neither safe or unsafe,Safe,Unsafe,Safe,No,"Yes, I was the victim",Never,Yes,No,No,Most days/Every day,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Missing,Yes,Somewhat,Missing,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Maybe,No,Missing
,,,,,,,,,15,Female,Heterosexual/Straight,Mixed,No religion,Year 11,Missing,Missing,No,No,No,No,Missing,One parent,,,Prefer not to say,5,Missing,Missing,Missing,10,7,Once a week or less,On most days,2-3 days a week,On most days,2-3 days a week,Once a week or less,Once a week or less,2-3 days a week,Once a week or less,2-3 days a week,Missing,0,Overweight,0,1,Missing,0,No,No,No,I smoke occasionally (less than 1 cigarette a week),I have never vaped,Missing,No,No,No,No,No,Missing,Never,Missing,Missing,Monthly,Yes,No,No,No,No,No,I have never taken drugs,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be both treated and cured,Missing,Sexual health clinic,Not sure,Missing,Disagree,Agree,Disagree,Agree,Missing,Not sure,Not sure,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Missing,Missing,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Missing,No,No,No,Neither safe or unsafe,Unsafe,Safe,Missing,"Yes, I was the victim","Yes, I was the victim",Sometimes,Don't know,Once or twice,No,Most days/Every day,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Sometimes,Sometimes,Somewhat,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,Maybe,Maybe,Missing,Maybe
,,,,,,,,,15,Other,Heterosexual/Straight,Chinese,Christian,Year 12,Missing,Missing,No,No,Yes,No,No,One parent,,,No,6,Missing,Missing,Missing,10,6,On most days,Once a week or less,On most days,On most days,2-3 days a week,Once a week or less,Rarely or never,Once a week or less,Rarely or never,Once a week or less,Missing,0,Overweight,0,0,Missing,Missing,Yes,No,No,I smoke occasionally (less than 1 cigarette a week),I have vaped once or twice,Missing,No,No,No,No,No,Missing,4 or more times a week,Missing,5,Never,Yes,No,No,No,Yes,No,Missing,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Missing,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,Missing,I have never heard of it,School/College,Not sure,Missing,Missing,Agree,Agree,Agree,Not sure,Disagree,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Not sure,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Prefer not to say,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Missing,No,No,No,Unsafe,Neither safe or unsafe,Unsafe,Missing,"Yes, but I wasn't the victim",No,Always,Yes,Prefer not to say,Once or twice,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Sometimes,Yes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Maybe,Yes,Maybe
,,,,,,,,,14,Male,Heterosexual/Straight,White,No religion,Year 11,Missing,Missing,No,No,No,No,Missing,Both parents,,,No,8,Missing,Missing,Missing,2,4,Rarely or never,Rarely or never,On most days,On most days,2-3 days a week,Once a week or less,2-3 days a week,On most days,Rarely or never,On most days,Missing,0,Overweight,2 or more,1,Missing,0,No,Yes,Yes,I have never smoked,I have vaped once or twice,Missing,No,No,No,No,No,Missing,Monthly or less,"No, I want to keep drinking alcohol",Missing,Never,Yes,No,No,No,Yes,No,I have never taken drugs,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be treated but not cured,I have heard of it but know nothing about it,Online (e.g. Sexwise website),Not sure,Missing,Agree,Agree,Missing,Agree,Not sure,Disagree,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Not sure,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Missing,No,No,Missing,No,Yes,No,Missing,Missing,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Unsafe,Missing,Safe,Safe,"Yes, I was the victim","Yes, but I wasn't the victim",Always,No,No,No,Most days/Every day,Missing,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Sometimes,Sometimes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Missing,Maybe,No,No,No,No
,,,,,,,,,16,Other,"Gay, lesbian or bisexual",Black,Buddhist,Year 10,The Adeyfield Academy,Missing,No,No,No,No,Missing,Both parents,,,Prefer not to say,5,Missing,Missing,Missing,8,6,Once a week or less,Rarely or never,2-3 days a week,On most days,Rarely or never,Once a week or less,Rarely or never,2-3 days a week,Rarely or never,Once a week or less,Missing,0,Overweight,2 or more,1,Missing,5,No,Yes,Yes,I have never smoked,Missing,Missing,No,No,No,No,No,Missing,2-4 times a month,Missing,Missing,Missing,Yes,No,No,No,No,No,I have never taken drugs,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be treated but not cured,Missing,Pharmacy,Not sure,Missing,Disagree,Agree,Disagree,Disagree,Disagree,Agree,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,Prefer not to say,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Neither safe or unsafe,Safe,Unsafe,Safe,"Yes, but I wasn't the victim",No,Never,Don't know,Most days/Every day,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Sometimes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Maybe,Maybe,Missing,No,No,No
,,,,,,,,,14,Other,Transgender,Black,Buddhist,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Missing,One parent,,,No,4,Missing,Missing,Missing,2,4,2-3 days a week,Rarely or never,On most days,On most days,Rarely or never,Once a week or less,On most days,Once a week or less,Rarely or never,On most days,Missing,0,Underweight,1,1,Missing,5,Yes,No,No,I smoke regularly (once a week or more),I vape regularly (once a week or more),I'd like to reduce the amount I smoke but not stop,No,No,No,No,No,No,2-3 times a week,"Yes, I'd like to stop drinking alcohol",Missing,Missing,No,No,No,Yes,No,No,I take drugs occasionally (less than once a week),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Missing,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Missing,Missing,Missing,It can be treated but not cured,It can be both treated and cured,It can be both treated and cured,Youth Service/Worker,Not sure,Missing,Not sure,Missing,Not sure,Agree,Disagree,Agree,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Not sure,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Missing,No,No,No,Missing,Prefer not to say,Yes,Missing,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,Missing,Yes,No,No,Missing,Neither safe or unsafe,Safe,Neither safe or unsafe,No,No,Never,No,Missing,Missing,No,Missing,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Missing,Sometimes,Sometimes,Yes,Missing,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
,,,,,,,,,16,Male,"Gay, lesbian or bisexual",Mixed,Christian,Year 11,The Adeyfield Academy,Missing,No,No,No,No,No,Both parents,,,Prefer not to say,8,Missing,Missing,Missing,10,10,Once a week or less,On most days,2-3 days a week,On most days,2-3 days a week,Once a week or less,Once a week or less,Once a week or less,On most days,On most days,Missing,0,Overweight,1,4,Missing,3,Yes,No,Yes,I have never smoked,I vape regularly (once a week or more),Missing,No,No,No,No,No,Missing,Never,Missing,Missing,Monthly,No,No,No,No,No,No,I have never taken drugs,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,I have never heard of it,I have heard of it but know nothing about it,It can be both treated and cured,I have heard of it but know nothing about it,Doctor,Missing,Missing,Agree,Agree,Agree,Agree,Disagree,Disagree,Not sure,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Missing,No,No,No,Prefer not to say,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Missing,No,No,No,No,Neither safe or unsafe,Unsafe,Safe,Missing,Missing,No,Never,Yes,Prefer not to say,Missing,No,Missing,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Sometimes,Yes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Maybe,Maybe,Maybe
,,,,,,,,,16,Male,Transgender,Black,Buddhist,Year 11,The Adeyfield Academy,Missing,No,No,No,No,No,One parent,,,Prefer not to say,9,Missing,Missing,Missing,5,4,Rarely or never,On most days,2-3 days a week,On most days,Rarely or never,Once a week or less,Rarely or never,On most days,2-3 days a week,On most days,Missing,0,Overweight,2 or more,0,Missing,3,Yes,No,No,I have tried smoking once or twice,I vape regularly (once a week or more),Missing,No,No,No,No,No,Missing,Never,Missing,6,Monthly,Yes,No,No,Yes,No,No,I take drugs occasionally (less than once a week),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be treated but not cured,It can be treated but not cured,It can be treated but not cured,It can be both treated and cured,Missing,Yes,Missing,Not sure,Agree,Agree,Agree,Not sure,Disagree,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Neither safe or unsafe,Unsafe,Safe,Neither safe or unsafe,No,"Yes, but I wasn't the victim",Sometimes,No,No,Missing,No,Missing,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Sometimes,Yes,Missing,Somewhat,No,No,No,No,No,No,No,No,No,No,Maybe,Yes,Missing,No,No,Missing
,,,,,,,,,16,Male,Transgender,Black,No religion,Year 13,The Adeyfield Academy,Missing,No,No,No,No,No,One parent,,,No,7,Missing,Missing,Missing,8,6,Once a week or less,On most days,On most days,On most days,2-3 days a week,Once a week or less,2-3 days a week,2-3 days a week,2-3 days a week,On most days,Missing,0,Don't know/ Prefer not to say,0,1,Missing,3,Yes,No,Yes,I have never smoked,I have never vaped,I'd like to reduce the amount I smoke but not stop,No,No,No,No,No,Missing,2-4 times a month,Missing,Missing,Monthly,Yes,No,No,No,Yes,No,I take drugs occasionally (less than once a week),No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Missing,Missing,I have never heard of it,It can be treated but not cured,It can be both treated and cured,Missing,Doctor,Yes,Missing,Agree,Agree,Missing,Not sure,Disagree,Agree,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Missing,Yes,Missing,Yes,Prefer not to say,No,Prefer not to say,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Neither safe or unsafe,Safe,Safe,Missing,"Yes, I was the victim",No,Sometimes,Prefer not to say,Missing,No,Missing,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Missing,Missing,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Missing,Missing,Maybe,Yes,Yes
